route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
3_67_3,4,4336,Airport via University,,1,3612,4203,1,1
8_44_3,4,10199,Airport via Colombo St & City,,1,80611,4331,1,1
60_66_3,4,3245,Hillmorton & Wigram via City,,1,6063,4324,1,1
80_61_3,4,1762,Lincoln via City,,1,8062,4339,1,1
1_62_3,4,1382,Belfast via City,,1,1617,4302,1,1
60_66_3,4,3265,Public Hospital,,1,6064,4325,1,1
29_04_3,4,2470,Airport via Fendalton,,1,2963,2151,1,1
5_14_3,4,3002,Rolleston via City,,1,5608,4319,1,1
Oc_36_3,4,5155,Orbiter via St Martins,,1,89602,4209,1,1
5_14_3,4,3039,Rolleston via City,,1,5606,4319,1,1
60_66_3,4,3263,Hillmorton & Wigram via City,,1,6062,4324,1,1
8_44_3,4,10158,Lyttelton via City & Colombo St,,0,80601,4326,1,1
107_71_3,4,7384,Northlands,,0,10761,4125,1,1
125_05_3,4,3799,Redwood via Hornby,,1,25601,4310,1,1
Oc_36_3,4,5588,Orbiter via St Martins,,1,89606,4209,1,1
125_05_3,4,3781,Westlake & Halswell via Hornby,,0,25603,3403,1,1
140_00_3,4,2624,Mt Pleasant via Eastgate,,1,1465,4012,1,1
120_42_3,4,4071,Spreydon & Barrington,,0,12061,4611,1,1
130_73_3,4,3588,Hei Hei & Hornby,,0,13064,4612,1,1
60_66_3,4,3287,Southshore via City,,0,6066,4323,1,1
27_17_3,4,10613,Huntsbury via City,,0,27602,4404,1,1
125_05_3,4,3789,Westlake & Halswell via Hornby,,0,25605,3403,1,1
60_66_3,4,3269,Southshore via City,,0,6062,4323,1,1
27_17_3,4,10637,Northwood via City,,1,27602,4502,1,1
60_66_3,4,3264,Hillmorton & Wigram via City,,1,6063,4324,1,1
5_14_3,4,2931,New Brighton via City,,0,5610,4320,1,1
Oc_36_3,4,5180,Orbiter via St Martins,,1,89601,4209,1,1
5_14_3,4,3018,Rolleston via City,,1,5607,4319,1,1
60_66_3,4,3233,Hillmorton & Wigram via City,,1,6065,4324,1,1
120_42_3,4,4067,Burnside,,1,12062,4602,1,1
Oc_36_3,4,5174,Orbiter via St Martins,,1,89604,4209,1,1
100_36_3,4,4903,The Palms,,0,10062,4603,1,1
8_44_3,4,10159,Lyttelton via City & Colombo St,,0,80605,4326,1,1
27_17_3,4,10638,Northwood via City,,1,27601,4502,1,1
7_77_3,4,5369,Queenspark via City,,1,7603,4153,1,1
8_44_3,4,10134,Lyttelton via City & Colombo St,,0,80608,4326,1,1
5_14_3,4,3042,Hornby via City,,1,5602,4318,1,1
Oa_36_3,4,5018,Orbiter via The Palms,,0,99607,4347,1,1
95_26_3,4,1885,Pegasus,,1,9562,4343,1,1
80_61_3,4,1731,Parklands via City,,0,8062,4337,1,1
Oc_36_3,4,5183,Orbiter via St Martins,,1,89608,4209,1,1
8_44_3,4,10183,Airport via Colombo St & City,,1,80609,4331,1,1
8_44_3,4,10188,Airport via Colombo St & City,,1,80606,4331,1,1
F_94_4,4,7073,Diamond Harbour,,1,6666,2207,1,1
5_14_3,4,2953,New Brighton via City,,0,5607,4320,1,1
27_17_3,4,10657,Northwood via City,,1,27605,4502,1,1
7_77_3,4,5448,Halswell via City,,0,7610,4154,1,1
3_67_3,4,4310,Sheffield Cres via University,,1,3611,4202,1,1
1_62_3,4,1449,Princess Margaret Hospital & Cashmere,,0,1603,2108,1,1
820_74_3,4,3966,Lincoln,,0,82062,4340,1,1
8_44_3,4,10275,Lyttelton via City & Colombo St,,0,80604,4326,1,1
140_00_3,4,2646,Russley & Hornby via Eastgate,,0,1461,4136,1,1
3_67_3,4,4370,Sumner via City,,0,3601,4614,1,1
7_77_3,4,5424,Halswell via City,,0,7610,4154,1,1
125_05_3,4,3794,Westlake & Halswell via Hornby,,0,25605,3403,1,1
80_61_3,4,1765,Lincoln via City,,1,8061,4339,1,1
7_77_3,4,5403,Queenspark via City,,1,7610,4153,1,1
Oc_36_3,4,5580,Orbiter via St Martins,,1,89603,4209,1,1
5_14_3,4,2945,New Brighton via City,,0,5606,4320,1,1
44_01_3,4,3443,Shirley & Dallington,,1,4462,4317,1,1
Oc_36_3,4,5160,Orbiter via St Martins,,1,89601,4209,1,1
Oc_36_3,4,5188,Orbiter via St Martins,,1,89606,4209,1,1
1_62_3,4,1466,Princess Margaret Hospital,,0,1604,4308,1,1
3_67_3,4,4410,Sumner via City,,0,3603,4614,1,1
F_94_4,4,7044,Lyttelton,,0,6666,2206,1,1
100_36_3,4,4881,Halswell,,1,10063,4605,1,1
100_36_3,4,4918,The Palms,,0,10063,4603,1,1
1_62_3,4,1370,Belfast via City,,1,1601,4302,1,1
3_67_3,4,4342,Airport via University,,1,3605,4203,1,1
7_77_3,4,5454,Halswell via City,,0,7604,4154,1,1
125_05_3,4,3805,Redwood via Hornby,,1,25602,4310,1,1
7_77_3,4,5444,Halswell via City,,0,7612,4154,1,1
97_72_3,4,1972,Pegasus,,0,9561,3380,1,1
130_73_3,4,3620,Avonhead,,1,13064,3321,1,1
29_04_3,4,2469,Airport via Fendalton,,1,2962,2151,1,1
8_44_3,4,10150,Lyttelton via City & Colombo St,,0,80605,4326,1,1
29_04_3,4,2438,City via Fendalton,,0,2963,2150,1,1
3_67_3,4,4330,Airport via University,,1,3606,4203,1,1
100_36_3,4,4928,The Palms,,0,10063,4603,1,1
3_67_3,4,4413,Sumner via City,,0,3606,4615,1,1
3_67_3,4,4366,Sumner via City,,0,3608,4614,1,1
100_36_3,4,4864,Halswell,,1,10063,4605,1,1
7_77_3,4,5443,Halswell via City,,0,7601,4154,1,1
1_62_3,4,1407,Rangiora via City,,1,1604,4303,1,1
5_14_3,4,3035,Rolleston via City,,1,5602,4319,1,1
7_77_3,4,5366,Queenspark via City,,1,7602,4153,1,1
5_14_3,4,2980,New Brighton via City,,0,5602,4321,1,1
3_67_3,4,4324,Airport via University,,1,3613,4203,1,1
100_36_3,4,4909,The Palms,,0,10062,4603,1,1
120_42_3,4,4065,Burnside,,1,12062,4602,1,1
1_62_3,4,1429,Princess Margaret Hospital & Cashmere,,0,1603,2108,1,1
Oc_36_3,4,5159,Orbiter via St Martins,,1,89609,4209,1,1
Oa_36_3,4,5039,Orbiter via The Palms,,0,99605,4347,1,1
125_05_3,4,3795,Westlake & Halswell via Hornby,,0,25601,3403,1,1
F_94_4,4,7084,Diamond Harbour,,1,6666,2207,1,1
1_62_3,4,1394,Belfast via City,,1,1603,4302,1,1
29_04_3,4,2443,City via Fendalton,,0,2962,2150,1,1
3_67_3,4,4395,Sumner via City,,0,3601,4615,1,1
1_62_3,4,1373,Rangiora via City,,1,1618,4303,1,1
125_05_3,4,3801,Redwood via Hornby,,1,25603,4310,1,1
80_61_3,4,1778,Lincoln via City,,1,8066,4339,1,1
80_61_3,4,1734,Parklands via City,,0,8061,4337,1,1
3_67_3,4,4404,Sumner via City,,0,3610,4614,1,1
44_01_3,4,3455,Shirley & Dallington,,1,4462,4317,1,1
5_14_3,4,3040,Hornby via City,,1,5603,4318,1,1
F_94_4,4,7051,Lyttelton,,0,6666,2206,1,1
60_66_3,4,3272,Southshore via City,,0,6065,4323,1,1
F_94_4,4,7056,Lyttelton,,0,6666,2206,1,1
5_14_3,4,2928,New Brighton via City,,0,5607,4321,1,1
Oc_36_3,4,5589,Orbiter via St Martins,,1,89610,4209,1,1
60_66_3,4,3239,Hillmorton & Wigram via City,,1,6064,4324,1,1
60_66_3,4,3285,Southshore via City,,0,6064,4323,1,1
Oa_36_3,4,5044,Orbiter via The Palms,,0,99607,4347,1,1
F_94_4,4,7076,Diamond Harbour,,1,6666,2207,1,1
80_61_3,4,1746,Parklands via City,,0,8066,4337,1,1
Oc_36_3,4,5600,Orbiter via St Martins,,1,89604,4209,1,1
130_73_3,4,3576,Hei Hei & Hornby,,0,13061,4612,1,1
140_00_3,4,2633,Mt Pleasant via Eastgate,,1,1461,4012,1,1
100_36_3,4,4925,The Palms,,0,10066,4603,1,1
7_77_3,4,5440,Halswell via City,,0,7608,4154,1,1
130_73_3,4,3595,Hei Hei & Hornby,,0,13063,4612,1,1
5_14_3,4,3022,Rolleston via City,,1,5610,4319,1,1
7_77_3,4,5402,Queenspark via City,,1,7604,4153,1,1
60_66_3,4,3284,Southshore via City,,0,6063,4323,1,1
125_05_3,4,3772,Westlake & Halswell via Hornby,,0,25605,3403,1,1
125_05_3,4,3769,Westlake & Halswell via Hornby,,0,25603,3403,1,1
27_17_3,4,10645,Northwood via City,,1,27606,4502,1,1
135_63_3,4,7605,New Brighton via Prestons,,0,13562,4312,1,1
5_14_3,4,2941,New Brighton via City,,0,5601,4320,1,1
60_66_3,4,3257,Hillmorton & Wigram via City,,1,6062,4324,1,1
60_66_3,4,3262,Hillmorton & Wigram via City,,1,6067,4324,1,1
125_05_3,4,3774,Westlake & Halswell via Hornby,,0,25602,3403,1,1
5_14_3,4,2951,New Brighton via City,,0,5604,4320,1,1
Oa_36_3,4,5028,Orbiter via The Palms,,0,99609,4347,1,1
F_94_4,4,7047,Lyttelton,,0,6666,2206,1,1
80_61_3,4,1754,Parklands via City,,0,8062,4337,1,1
8_44_3,4,10171,Lyttelton via City & Colombo St,,0,80609,4326,1,1
80_61_3,4,1761,Lincoln via City,,1,8065,4339,1,1
44_01_3,4,3435,Shirley & Dallington,,1,4462,4317,1,1
29_04_3,4,2471,Airport via Fendalton,,1,2961,2151,1,1
3_67_3,4,4341,Sheffield Cres via University,,1,3604,4202,1,1
1_62_3,4,1364,Belfast via City,,1,1603,4302,1,1
7_77_3,4,5386,Queenspark via City,,1,7604,4153,1,1
5_14_3,4,2926,New Brighton via City,,0,5604,4321,1,1
1_62_3,4,1456,Princess Margaret Hospital,,0,1613,4308,1,1
F_94_4,4,7080,Diamond Harbour,,1,6666,2207,1,1
8_44_3,4,10141,Lyttelton via City & Colombo St,,0,80608,4326,1,1
7_77_3,4,5434,Halswell via City,,0,7604,4154,1,1
5_14_3,4,2924,New Brighton via City,,0,5602,4320,1,1
100_36_3,4,4887,Halswell,,1,10065,4605,1,1
7_77_3,4,5416,Halswell via City,,0,7608,4154,1,1
60_66_3,4,3294,Southshore via City,,0,6061,4323,1,1
Oc_36_3,4,5168,Orbiter via St Martins,,1,89602,4209,1,1
130_73_3,4,3619,Avonhead,,1,13063,3321,1,1
8_44_3,4,10201,Airport via Colombo St & City,,1,80605,4331,1,1
820_74_3,4,3949,Burnham,,1,82061,3365,1,1
Oa_36_3,4,5029,Orbiter via The Palms,,0,99601,4347,1,1
8_44_3,4,10136,Lyttelton via City & Colombo St,,0,80606,4326,1,1
5_14_3,4,2993,Rolleston via City,,1,5607,4319,1,1
60_66_3,4,3283,Southshore via City,,0,6062,4323,1,1
60_66_3,4,3232,Hillmorton & Wigram via City,,1,6064,4324,1,1
8_44_3,4,10189,Airport via Colombo St & City,,1,80611,4331,1,1
125_05_3,4,3829,Redwood via Hornby,,1,25603,4310,1,1
95_26_3,4,1884,Pegasus,,1,9561,4343,1,1
80_61_3,4,1784,Lincoln via City,,1,8062,4339,1,1
7_77_3,4,5382,Queenspark via City,,1,7609,4153,1,1
8_44_3,4,10144,Lyttelton via City & Colombo St,,0,80603,4326,1,1
140_00_3,4,2673,Russley & Hornby via Eastgate,,0,1463,4136,1,1
125_05_3,4,3822,Redwood via Hornby,,1,25601,4310,1,1
Oa_36_3,4,5031,Orbiter via The Palms,,0,99607,4347,1,1
80_61_3,4,1780,Lincoln via City,,1,8067,4339,1,1
820_74_3,4,3956,Lincoln,,0,82062,4340,1,1
95_26_3,4,1894,City & Ara Institute,,0,9561,4144,1,1
Oc_36_3,4,5187,Orbiter via St Martins,,1,89604,4209,1,1
7_77_3,4,5367,Queenspark via City,,1,7606,4153,1,1
1_62_3,4,1455,Princess Margaret Hospital & Cashmere,,0,1601,2108,1,1
7_77_3,4,5411,Halswell via City,,0,7601,4154,1,1
3_67_3,4,4360,Sheffield Cres via University,,1,3611,4202,1,1
3_67_3,4,4329,Sheffield Cres via University,,1,3605,4202,1,1
1_62_3,4,1406,Belfast via City,,1,1617,4402,1,1
3_67_3,4,4405,Sumner via City,,0,3611,4615,1,1
3_67_3,4,4343,Sheffield Cres via University,,1,3606,4202,1,1
1_62_3,4,1453,Princess Margaret Hospital & Cashmere,,0,1610,2108,1,1
27_17_3,4,10633,Northwood via City,,1,27606,4502,1,1
7_77_3,4,5359,Queenspark via City,,1,7603,4153,1,1
Oa_36_3,4,5021,Orbiter via The Palms,,0,99603,4347,1,1
107_71_3,4,7402,Styx Mill & Supa Centa,,1,10761,4309,1,1
60_66_3,4,3276,Southshore via City,,0,6062,4323,1,1
5_14_3,4,3041,Hornby via City,,1,5611,4318,1,1
3_67_3,4,4408,Sumner via City,,0,3601,4614,1,1
100_36_3,4,4893,Halswell,,1,10066,4605,1,1
140_00_3,4,2625,Mt Pleasant via Eastgate,,1,1466,4012,1,1
8_44_3,4,10145,Lyttelton via City & Colombo St,,0,80606,4326,1,1
130_73_3,4,3612,Avonhead,,1,13061,3321,1,1
125_05_3,4,3792,Westlake & Halswell via Hornby,,0,25603,3403,1,1
27_17_3,4,10605,Huntsbury via City,,0,27604,4404,1,1
3_67_3,4,4362,Airport via University,,1,3603,4203,1,1
44_01_3,4,3457,Shirley & Dallington,,1,4461,4317,1,1
5_14_3,4,3028,Rolleston via City,,1,5608,4319,1,1
5_14_3,4,2982,New Brighton via City,,0,5601,4321,1,1
3_67_3,4,4425,Sumner via City,,0,3607,4615,1,1
1_62_3,4,1404,Belfast via City,,1,1610,4402,1,1
8_44_3,4,10147,Lyttelton via City & Colombo St,,0,80611,4326,1,1
125_05_3,4,3800,Redwood via Hornby,,1,25602,4310,1,1
8_44_3,4,10197,Airport via Colombo St & City,,1,80603,4331,1,1
140_00_3,4,2650,Russley & Hornby via Eastgate,,0,1464,4136,1,1
3_67_3,4,4364,Airport via University,,1,3608,4203,1,1
7_77_3,4,5376,Queenspark via City,,1,7610,4153,1,1
7_77_3,4,5414,Halswell via City,,0,7602,4154,1,1
97_72_3,4,1976,Pegasus,,0,9567,3380,1,1
60_66_3,4,3271,Southshore via City,,0,6064,4323,1,1
3_67_3,4,4384,Sumner via City,,0,3603,4614,1,1
7_77_3,4,5379,Queenspark via City,,1,7606,4153,1,1
F_94_4,4,7069,Diamond Harbour,,1,6666,2207,1,1
130_73_3,4,3566,Hei Hei & Hornby,,0,13061,4612,1,1
Oc_36_3,4,5145,Orbiter via St Martins,,1,89601,4209,1,1
97_72_3,4,1983,Acacia Ave Rangiora,,1,9564,2204,1,1
130_73_3,4,3572,Hei Hei & Hornby,,0,13065,4612,1,1
100_36_3,4,4872,Halswell,,1,10062,4605,1,1
8_44_3,4,10164,Lyttelton via City & Colombo St,,0,80606,4326,1,1
5_14_3,4,2956,New Brighton via City,,0,5601,4321,1,1
1_62_3,4,1440,Princess Margaret Hospital,,0,1613,4308,1,1
5_14_3,4,3013,Hornby via City,,1,5611,4318,1,1
44_01_3,4,3436,Westmorland via City,,0,4461,3344,1,1
29_04_3,4,2479,Airport via Fendalton,,1,2963,2151,1,1
140_00_3,4,2669,Russley & Hornby via Eastgate,,0,1463,4136,1,1
3_67_3,4,4332,Airport via University,,1,3608,4203,1,1
Oa_36_3,4,5056,Orbiter via The Palms,,0,99603,4347,1,1
820_74_3,4,3952,Burnham,,1,82062,3365,1,1
29_04_3,4,2459,Airport via Fendalton,,1,2961,2151,1,1
3_67_3,4,4365,Airport via University,,1,3610,4203,1,1
80_61_3,4,1756,Parklands via City,,0,8067,4337,1,1
125_05_3,4,3821,Redwood via Hornby,,1,25605,4310,1,1
Oa_36_3,4,5655,Orbiter via The Palms,,0,99602,4347,1,1
8_44_3,4,10143,Lyttelton via City & Colombo St,,0,80607,4326,1,1
130_73_3,4,3577,Hei Hei & Hornby,,0,13065,4612,1,1
7_77_3,4,5441,Halswell via City,,0,7603,4154,1,1
80_61_3,4,1733,Parklands via City,,0,8066,4337,1,1
120_42_3,4,4080,Spreydon & Barrington,,0,12062,4611,1,1
1_62_3,4,1374,Belfast via City,,1,1603,4302,1,1
1_62_3,4,1443,Princess Margaret Hospital & Cashmere,,0,1610,2108,1,1
1_62_3,4,1352,Belfast via City,,1,1601,4402,1,1
140_00_3,4,2620,Mt Pleasant via Eastgate,,1,1462,4012,1,1
140_00_3,4,2630,Mt Pleasant via Eastgate,,1,1464,4012,1,1
1_62_3,4,1399,Rangiora via City,,1,1604,4303,1,1
27_17_3,4,10625,Huntsbury via City,,0,27606,4404,1,1
120_42_3,4,4076,Spreydon & Barrington,,0,12062,4611,1,1
3_67_3,4,4334,Airport via University,,1,3610,4203,1,1
80_61_3,4,1752,Parklands via City,,0,8066,4337,1,1
8_44_3,4,10138,Lyttelton via City & Colombo St,,0,80610,4326,1,1
7_77_3,4,5427,Halswell via City,,0,7606,4154,1,1
100_36_3,4,4877,Halswell,,1,10066,4605,1,1
60_66_3,4,3281,Southshore via City,,0,6061,4323,1,1
Oa_36_3,4,5016,Orbiter via The Palms,,0,99601,4347,1,1
29_04_3,4,2477,Airport via Fendalton,,1,2961,2151,1,1
60_66_3,4,3293,Southshore via City,,0,6065,4323,1,1
7_77_3,4,5392,Queenspark via City,,1,7608,4153,1,1
130_73_3,4,3606,Avonhead,,1,13062,3321,1,1
5_14_3,4,2971,New Brighton via City,,0,5606,4320,1,1
29_04_3,4,2457,City via Fendalton,,0,2963,2150,1,1
125_05_3,4,3816,Redwood via Hornby,,1,25601,4310,1,1
135_63_3,4,7603,New Brighton via Prestons,,0,13562,4312,1,1
820_74_3,4,3957,Lincoln,,0,82061,4340,1,1
1_62_3,4,1395,Rangiora via City,,1,1619,4303,1,1
100_36_3,4,4913,The Palms,,0,10065,4603,1,1
3_67_3,4,4304,Sheffield Cres via University,,1,3604,4202,1,1
140_00_3,4,2653,Russley & Hornby via Eastgate,,0,1461,4136,1,1
95_26_3,4,1902,City & Ara Institute,,0,9563,4144,1,1
125_05_3,4,3823,Redwood via Hornby,,1,25602,4310,1,1
3_67_3,4,4357,Airport via University,,1,3608,4203,1,1
7_77_3,4,5408,Queenspark via City,,1,7610,4153,1,1
8_44_3,4,10153,Lyttelton via City & Colombo St,,0,80604,4326,1,1
7_77_3,4,5419,Halswell via City,,0,7601,4154,1,1
820_74_3,4,3943,Burnham,,1,82061,3365,1,1
7_77_3,4,5384,Queenspark via City,,1,7612,4153,1,1
3_67_3,4,4358,Sheffield Cres via University,,1,3609,4202,1,1
125_05_3,4,3824,Redwood via Hornby,,1,25603,4310,1,1
130_73_3,4,3571,Hei Hei & Hornby,,0,13061,4612,1,1
7_77_3,4,5420,Halswell via City,,0,7612,4154,1,1
F_94_4,4,7052,Lyttelton,,0,6666,2206,1,1
3_67_3,4,4411,Sumner via City,,0,3604,4615,1,1
Oc_36_3,4,5602,Orbiter via St Martins,,1,89602,4209,1,1
3_67_3,4,4392,Sumner via City,,0,3611,4614,1,1
27_17_3,4,10654,Northwood via City,,1,27602,4502,1,1
27_17_3,4,10603,Huntsbury via City,,0,27606,4404,1,1
130_73_3,4,3573,Hei Hei & Hornby,,0,13063,4612,1,1
100_36_3,4,4917,The Palms,,0,10061,4603,1,1
1_62_3,4,1383,Rangiora via City,,1,1604,4303,1,1
27_17_3,4,10615,Huntsbury via City,,0,27606,4404,1,1
95_26_3,4,1898,City & Ara Institute,,0,9564,4144,1,1
27_17_3,4,10623,Huntsbury via City,,0,27602,4404,1,1
7_77_3,4,5421,Halswell via City,,0,7607,4154,1,1
7_77_3,4,5355,Queenspark via City,,1,7601,4153,1,1
Oc_36_3,4,5575,Orbiter via St Martins,,1,89605,4209,1,1
8_44_3,4,10165,Lyttelton via City & Colombo St,,0,80601,4326,1,1
Oa_36_3,4,5645,Orbiter via The Palms,,0,99602,4347,1,1
3_67_3,4,4416,Sumner via City,,0,3609,4614,1,1
7_77_3,4,5365,Queenspark via City,,1,7611,4153,1,1
125_05_3,4,3790,Westlake & Halswell via Hornby,,0,25601,3403,1,1
130_73_3,4,3601,Avonhead,,1,13062,3321,1,1
27_17_3,4,10606,Huntsbury via City,,0,27603,4404,1,1
130_73_3,4,3570,Hei Hei & Hornby,,0,13062,4612,1,1
3_67_3,4,4312,Airport via University,,1,3601,4203,1,1
F_94_4,4,7074,Diamond Harbour,,1,6666,2207,1,1
Oa_36_3,4,5023,Orbiter via The Palms,,0,99604,4347,1,1
F_94_4,4,7065,Diamond Harbour,,1,6666,2207,1,1
820_74_3,4,3946,Burnham,,1,82062,3365,1,1
F_94_4,4,7068,Diamond Harbour,,1,6666,2207,1,1
5_14_3,4,3026,Rolleston via City,,1,5612,4319,1,1
140_00_3,4,2641,Mt Pleasant via Eastgate,,1,1465,4012,1,1
5_14_3,4,3033,Rolleston via City,,1,5603,4319,1,1
3_67_3,4,4401,Sumner via City,,0,3607,4615,1,1
100_36_3,4,4904,The Palms,,0,10064,4603,1,1
5_14_3,4,2963,New Brighton via City,,0,5608,4320,1,1
7_77_3,4,5378,Queenspark via City,,1,7602,4153,1,1
Oc_36_3,4,5182,Orbiter via St Martins,,1,89607,4209,1,1
3_67_3,4,4382,Sumner via City,,0,3601,4614,1,1
820_74_3,4,3964,Lincoln,,0,82062,4340,1,1
5_14_3,4,3004,Rolleston via City,,1,5613,4319,1,1
8_44_3,4,10174,Airport via Colombo St & City,,1,80609,4331,1,1
1_62_3,4,1380,Belfast via City,,1,1601,4302,1,1
130_73_3,4,3600,Avonhead,,1,13064,3321,1,1
5_14_3,4,2981,New Brighton via City,,0,5613,4320,1,1
100_36_3,4,4897,The Palms,,0,10065,4603,1,1
140_00_3,4,2666,Russley & Hornby via Eastgate,,0,1466,4136,1,1
1_62_3,4,1416,Princess Margaret Hospital,,0,1601,2110,1,1
Oa_36_3,4,5014,Orbiter via The Palms,,0,99606,4347,1,1
3_67_3,4,4394,Sumner via City,,0,3613,4614,1,1
1_62_3,4,1375,Rangiora via City,,1,1612,4303,1,1
44_01_3,4,3449,Shirley & Dallington,,1,4461,4317,1,1
140_00_3,4,2616,Mt Pleasant via Eastgate,,1,1464,4012,1,1
120_42_3,4,4064,Burnside,,1,12061,4602,1,1
820_74_3,4,3960,Lincoln,,0,82062,4340,1,1
97_72_3,4,1987,Acacia Ave Rangiora,,1,9563,2204,1,1
Oc_36_3,4,5596,Orbiter via St Martins,,1,89604,4209,1,1
Oa_36_3,4,5658,Orbiter via The Palms,,0,99602,4347,1,1
80_61_3,4,1777,Lincoln via City,,1,8064,4339,1,1
5_14_3,4,2972,New Brighton via City,,0,5610,4321,1,1
7_77_3,4,5432,Halswell via City,,0,7612,4154,1,1
140_00_3,4,2665,Russley & Hornby via Eastgate,,0,1465,4136,1,1
100_36_3,4,4898,The Palms,,0,10062,4603,1,1
Oc_36_3,4,5162,Orbiter via St Martins,,1,89607,4209,1,1
100_36_3,4,4885,Halswell,,1,10064,4605,1,1
27_17_3,4,10598,Huntsbury via City,,0,27605,4404,1,1
Oc_36_3,4,5587,Orbiter via St Martins,,1,89601,4209,1,1
Oa_36_3,4,5656,Orbiter via The Palms,,0,99609,4347,1,1
1_62_3,4,1358,Rangiora via City,,1,1602,4303,1,1
5_14_3,4,2996,Rolleston via City,,1,5610,4319,1,1
1_62_3,4,1448,Princess Margaret Hospital,,0,1614,4308,1,1
8_44_3,4,10192,Airport via Colombo St & City,,1,80605,4331,1,1
3_67_3,4,4420,Sumner via City,,0,3613,4614,1,1
1_62_3,4,1400,Belfast via City,,1,1601,4302,1,1
140_00_3,4,2640,Mt Pleasant via Eastgate,,1,1463,4012,1,1
1_62_3,4,1434,Princess Margaret Hospital,,0,1615,4308,1,1
140_00_3,4,2614,Mt Pleasant via Eastgate,,1,1462,4012,1,1
100_36_3,4,4869,Halswell,,1,10063,4605,1,1
100_36_3,4,4926,The Palms,,0,10062,4603,1,1
8_44_3,4,10205,Airport via Colombo St & City,,1,80603,4331,1,1
8_44_3,4,10200,Airport via Colombo St & City,,1,80601,4331,1,1
100_36_3,4,4929,The Palms,,0,10065,4603,1,1
95_26_3,4,1890,Pegasus,,1,9568,4343,1,1
130_73_3,4,3604,Avonhead,,1,13063,3321,1,1
27_17_3,4,10619,Huntsbury via City,,0,27601,4404,1,1
8_44_3,4,10186,Airport via Colombo St & City,,1,80607,4331,1,1
1_62_3,4,1353,Belfast via City,,1,1603,4402,1,1
29_04_3,4,2431,City via Fendalton,,0,2961,2150,1,1
3_67_3,4,4325,Sheffield Cres via University,,1,3601,4202,1,1
29_04_3,4,2476,Airport via Fendalton,,1,2963,2151,1,1
F_94_4,4,7075,Diamond Harbour,,1,6666,2207,1,1
7_77_3,4,5394,Queenspark via City,,1,7609,4153,1,1
44_01_3,4,3446,Westmorland via City,,0,4462,3344,1,1
80_61_3,4,1742,Parklands via City,,0,8067,4337,1,1
44_01_3,4,3456,Westmorland via City,,0,4461,3344,1,1
100_36_3,4,4874,Halswell,,1,10061,4605,1,1
Oa_36_3,4,5037,Orbiter via The Palms,,0,99602,4347,1,1
7_77_3,4,5393,Queenspark via City,,1,7603,4153,1,1
100_36_3,4,4865,Halswell,,1,10065,4605,1,1
135_63_3,4,7590,The Palms via Prestons,,1,13562,4311,1,1
135_63_3,4,7598,The Palms via Prestons,,1,13562,4311,1,1
Oa_36_3,4,5053,Orbiter via The Palms,,0,99603,4347,1,1
3_67_3,4,4322,Airport via University,,1,3611,4203,1,1
140_00_3,4,2632,Mt Pleasant via Eastgate,,1,1466,4012,1,1
Oa_36_3,4,5652,Orbiter via The Palms,,0,99604,4347,1,1
120_42_3,4,4062,Burnside,,1,12061,4602,1,1
3_67_3,4,4337,Sheffield Cres via University,,1,3613,4202,1,1
140_00_3,4,2629,Mt Pleasant via Eastgate,,1,1463,4012,1,1
3_67_3,4,4396,Sumner via City,,0,3602,4614,1,1
107_71_3,4,7390,Northlands,,0,10761,4125,1,1
F_94_4,4,7077,Diamond Harbour,,1,6666,2207,1,1
3_67_3,4,4388,Sumner via City,,0,3607,4614,1,1
130_73_3,4,3589,Hei Hei & Hornby,,0,13061,4612,1,1
27_17_3,4,10620,Huntsbury via City,,0,27606,4404,1,1
1_62_3,4,1419,Princess Margaret Hospital & Cashmere,,0,1603,2108,1,1
Oa_36_3,4,5043,Orbiter via The Palms,,0,99604,4347,1,1
5_14_3,4,3016,Rolleston via City,,1,5604,4319,1,1
107_71_3,4,7391,Northlands,,0,10761,4125,1,1
8_44_3,4,10209,Airport via Colombo St & City,,1,80604,4331,1,1
140_00_3,4,2645,Russley & Hornby via Eastgate,,0,1465,4136,1,1
1_62_3,4,1431,Princess Margaret Hospital & Cashmere,,0,1606,2108,1,1
7_77_3,4,5397,Queenspark via City,,1,7604,4153,1,1
29_04_3,4,2454,City via Fendalton,,0,2963,2150,1,1
100_36_3,4,4921,The Palms,,0,10062,4603,1,1
5_14_3,4,2979,New Brighton via City,,0,5611,4320,1,1
100_36_3,4,4896,Halswell,,1,10063,4605,1,1
5_14_3,4,3034,Hornby via City,,1,5606,4318,1,1
8_44_3,4,10212,Airport via Colombo St & City,,1,80601,4331,1,1
7_77_3,4,5456,Halswell via City,,0,7602,4154,1,1
7_77_3,4,5400,Queenspark via City,,1,7608,4153,1,1
Oc_36_3,4,5586,Orbiter via St Martins,,1,89602,4209,1,1
3_67_3,4,4390,Sumner via City,,0,3609,4614,1,1
Oc_36_3,4,5194,Orbiter via St Martins,,1,89603,4209,1,1
3_67_3,4,4323,Sheffield Cres via University,,1,3612,4202,1,1
3_67_3,4,4422,Sumner via City,,0,3603,4614,1,1
5_14_3,4,3036,Hornby via City,,1,5611,4318,1,1
5_14_3,4,2950,New Brighton via City,,0,5612,4321,1,1
5_14_3,4,3031,Hornby via City,,1,5604,4318,1,1
